Titre,Titre2,Nom,Nom2,Avis,NoteGlobale,Équilibre_vie_professionnelle_personnelle,Salaire_Avantages_sociaux,Sécurité_emploi_Évolution_carrière,Management,Culture_d'entreprise,Metier
Business Analyst,Business Analyst - Paris (75) - Indeed.fr,Gameloft,Gameloft,67.0,"3,8","3,8","3,2","3,0","3,2","3,5",data_analyst
STRATEGIC VENTURE ANALYST - H/F,STRATEGIC VENTURE ANALYST - H/F - Paris (75) - Indeed.fr,BNP Paribas,BNP Paribas,2.0,"3,9","3,9","3,7","3,6","3,5","3,8",data_analyst
Marketing Data Analyst Internship,Marketing Data Analyst Internship - Paris (75) - Indeed.fr,Content Square,Content Square,2.0,"5,0","5,0","5,0","5,0","5,0","5,0",data_analyst
Business Analyst H/F,Business Analyst H/F - Paris (75) - Indeed.fr,Estates & Wines France,,,,,,,,,data_analyst
Data Analyst Programmatique,Data Analyst Programmatique - 75009 Paris 9e - Indeed.fr,Numberly,,,,,,,,,data_analyst
Intelligent Computing Branding Manager M/F - Marketing Manager,Intelligent Computing Branding Manager M/F - Marketing Manager - Boulogne-Billancourt (92) - Indeed.fr,Huawei Technologies France,Huawei,2.0,"3,8","3,3","3,6","3,3","3,3","3,4",data_analyst
Data analyst marketing H/F,Data analyst marketing H/F - Nanterre (92) - Indeed.fr,Groupama Assurances Mutuelles,,,,,,,,,data_analyst
Stage Data Analyst,Stage Data Analyst - Paris (75) - Indeed.fr,Netatmo,Netatmo,3.0,"4,0","4,3","3,7","3,0","3,7","4,7",data_analyst
Alternant Data Analyst,Alternant Data Analyst - 92200 Neuilly-sur-Seine - Indeed.fr,Grant Thornton,Grant Thornton,1.0,"3,8","3,5","3,4","3,4","3,4","3,6",data_analyst
STAGE - MARKETING DATA ANALYST H/F,STAGE - MARKETING DATA ANALYST H/F - Rueil-Malmaison (92) - Indeed.fr,Arval,BNP Paribas,2.0,"3,9","3,9","3,7","3,6","3,5","3,8",data_analyst
Data Analyst / Campaign Manager H/F,Data Analyst / Campaign Manager H/F - Paris (75) - Indeed.fr,ING Direct,ING,1.0,"4,0","3,9","3,9","3,5","3,6","3,8",data_analyst
Data Analyst (H/F),Data Analyst (H/F) - Paris (75) - Indeed.fr,MYDRAL,,,,,,,,,data_analyst
Chef de Projet Client / Data Analyst,Chef de Projet Client / Data Analyst - Hauts-de-Seine - Indeed.fr,AccorHotels,AccorHotels,2.0,"4,1","3,8","3,6","3,7","3,7","3,9",data_analyst
CRM data Analyst Manager,CRM data Analyst Manager - Hauts-de-Seine - Indeed.fr,AccorHotels,AccorHotels,2.0,"4,1","3,8","3,6","3,7","3,7","3,9",data_analyst
Business data analyst (H/F),Business data analyst (H/F) - Paris (75) - Indeed.fr,Natixis,Natixis,357.0,"3,9","3,9","3,8","3,4","3,6","3,7",data_analyst
Alternant Data Analyst - Neuilly sur Seine (H/F),Alternant Data Analyst - Neuilly sur Seine (H/F) - 92200 Neuilly-sur-Seine - Indeed.fr,Grant Thornton France,Grant Thornton,1.0,"3,8","3,5","3,4","3,4","3,4","3,6",data_analyst
Stage BAC+4/5 Ingénieur Data Analyst maintenance prévisionnelle H/F,Stage BAC+4/5 Ingénieur Data Analyst maintenance prévisionnelle H/F - Guyancourt (78) - Indeed.fr,Volvo Group,Volvo,2.0,"4,1","4,0","4,0","3,6","3,6","3,9",data_analyst
Business Analyst Junior H/F - STAGE,Business Analyst Junior H/F - STAGE - 92130 Issy-les-Moulineaux - Indeed.fr,AUTO1 France,,,,,,,,,data_analyst
Business Analyst (h/f) - Alternance,Business Analyst (h/f) - Alternance - Paris (75) - Indeed.fr,Maisons du Monde,Maisons du Monde,330.0,"3,5","3,3","3,1","2,8","3,0","3,3",data_analyst
Business Analyst,Business Analyst - La Garenne-Colombes (92) - Indeed.fr,SAGE,,,,,,,,,data_analyst
Business data analyst (H/F),Business data analyst (H/F) - Charenton-le-Pont (94) - Indeed.fr,L'AgenceRP,,,,,,,,,data_analyst
Chargé de bases de données / data manager / data analyst H/F - BE4053,Chargé de bases de données / data manager / data analyst H/F - BE4053 - 94300 Vincennes - Indeed.fr,PRO BTP GROUPE,Pro BTP groupe,14.0,"2,7","2,9","2,9","2,7","2,4","3,1",data_analyst
Master Data Management Business Analyst-EMEA,Master Data Management Business Analyst-EMEA - Voisins-le-Bretonneux (78) - Indeed.fr,Boston Scientific Corporation,Boston Scientific,1.0,"4,0","3,8","3,9","3,4","3,6","3,8",data_analyst
Marketing Analyst H/F,Marketing Analyst H/F - Paris (75) - Indeed.fr,L'AgenceRP,,,,,,,,,data_analyst
Stagiaire Pricing/Data Analyst (H/F),Stagiaire Pricing/Data Analyst (H/F) - Paris 8e (75) - Indeed.fr,Newdis France,,,,,,,,,data_analyst
Technicien Support Informatique Bilingue (H/F),Technicien Support Informatique Bilingue (H/F) - Paris (75) - Indeed.fr,Indeed,Indeed,398.0,"4,4","4,4","4,3","4,0","4,0","4,4",data_analyst
Stage - Data Analyst H/F,Stage - Data Analyst H/F - Boulogne-Billancourt (92) - Indeed.fr,Sodexo,Sodexo,12.0,"3,8","3,7","3,5","3,4","3,4","3,6",data_analyst
Stage - Data ingénieur/analyst-(H/F),Stage - Data ingénieur/analyst-(H/F) - Fontenay-sous-Bois (94) - Indeed.fr,Société Générale,Société Générale,2.0,"3,9","3,8","3,6","3,6","3,5","3,7",data_analyst
Alternance Data Analyst Junior H/F,Alternance Data Analyst Junior H/F - La Défense (92) - Indeed.fr,Dentsu Aegis Network,,,,,,,,,data_analyst
Alternant/stage analyste décisionnel h/f,Alternant/stage analyste décisionnel h/f - Bois-Colombes (92) - Indeed.fr,Aviva,Aviva,967.0,"3,9","3,9","3,7","3,4","3,5","3,7",data_analyst
Stagiaire Assistant(e) Data analyst H/F,Stagiaire Assistant(e) Data analyst H/F - Neuilly-sur-Seine (92) - Indeed.fr,McCann,,,,,,,,,data_analyst
Stagiaire Web Data Analyst H/F,Stagiaire Web Data Analyst H/F - 75002 Paris 2e - Indeed.fr,Priceminister,PriceMinister,4.0,"4,3","4,0","2,0","2,0","1,8","3,3",data_analyst
STAGE-DATA ANALYST H/F,STAGE-DATA ANALYST H/F - 92100 Boulogne-Billancourt - Indeed.fr,BVA Group,BVA Group,18.0,"3,8","3,7","3,7","3,2","3,9","3,8",data_analyst
Stage Analyste DATA Parcours Joueurs H/F,Stage Analyste DATA Parcours Joueurs H/F - 75016 Paris 16e - Indeed.fr,Fédération Française de Tennis,Fédération Française de Tennis,4.0,"4,3","4,5","4,0","3,8","3,7","4,5",data_analyst
"Stagiaire Ingénieur Support Projet Big Data ""Bord d'attaque Leap"" H/F","Stagiaire Ingénieur Support Projet Big Data ""Bord d'attaque Leap"" H/F - 92702 Colombes - Indeed.fr",Safran,Safran,1.0,"4,0","4,0","3,9","3,6","3,6","3,8",data_analyst
Stage Analyste DATA Parcours Joueurs H/F,Stage Analyste DATA Parcours Joueurs H/F - 75016 Paris 16e - Indeed.fr,FFT,FFT,7.0,"3,7","3,5","3,0","2,8","3,3","3,5",data_analyst
STAGE Assistant Web Analyst H/F,STAGE Assistant Web Analyst H/F - Boulogne-Billancourt (92) - Indeed.fr,Wunderman,Wunderman,208.0,"3,9","3,5","3,4","3,2","3,4","3,7",data_analyst
Stagiaire Data Analyste H/F,Stagiaire Data Analyste H/F - Paris (75) - Indeed.fr,JobTeaser,,,,,,,,,data_analyst
Stage BI / Data Analyst PowerBI (H/F),Stage BI / Data Analyst PowerBI (H/F) - Viroflay (78) - Indeed.fr,Expertime,EXPERTIME,6.0,"4,2","4,2","3,8","3,0","3,6","4,0",data_analyst
Stage Data Analyst (H/F),Stage Data Analyst (H/F) - Paris 20e (75) - Indeed.fr,L'olivier - assurance auto,,,,,,,,,data_analyst
Stage - Data Analyst (H/F) H/F,Stage - Data Analyst (H/F) H/F - Boulogne-Billancourt (92) - Indeed.fr,Solocal Group,Solocal Group,39.0,"3,4","3,5","3,7","2,6","2,8","3,1",data_analyst
Stage Chef de Projets Data,Stage Chef de Projets Data - 75009 Paris 9e - Indeed.fr,Numberly,,,,,,,,,data_analyst
Stage Commercial Data Analyst (h/f),Stage Commercial Data Analyst (h/f) - Paray-Vieille-Poste (91) - Indeed.fr,Transavia France,Transavia France,3.0,"2,7","2,3","3,0","3,0","2,3","2,7",data_analyst
[STAGE] Wordpress/Woocommerce Web Developer,[STAGE] Wordpress/Woocommerce Web Developer - 75013 Paris 13e - Indeed.fr,Urban Circus,,,,,,,,,data_analyst
Data Analyst (H/F) - Stage (à partir de juin),Data Analyst (H/F) - Stage (à partir de juin) - Paris (75) - Indeed.fr,L'AgenceRP,,,,,,,,,data_analyst
Data Analyst (H/F),Data Analyst (H/F) - Paris (75) - Indeed.fr,MFG Labs,,,,,,,,,data_analyst
Sales Analyst & Operations (H/F) - Stage,Sales Analyst & Operations (H/F) - Stage - Paris (75) - Indeed.fr,papernest,,,,,,,,,data_analyst
Stage Chef de Projets Data,Stage Chef de Projets Data - Paris (75) - Indeed.fr,L'AgenceRP,,,,,,,,,data_analyst
Business analyst H/F (stage),Business analyst H/F (stage) - 92100 Boulogne-Billancourt - Indeed.fr,SoLocal Group,Solocal Group,39.0,"3,4","3,5","3,7","2,6","2,8","3,1",data_analyst
Data Analyst (H/F),Data Analyst (H/F) - Boulogne-Billancourt (92) - Indeed.fr,Solocal Group,Solocal Group,39.0,"3,4","3,5","3,7","2,6","2,8","3,1",data_analyst
Data Analyst SAS H/F,Data Analyst SAS H/F - Paris (75) - Indeed.fr,Avisia,,,,,,,,,data_analyst
Analyste Data CRM,Analyste Data CRM - Gennevilliers (92) - Indeed.fr,AUDIKA,Audika,35.0,"2,9","3,3","2,5","2,6","2,7","2,9",data_analyst
Business Analyst - BI & Business Analytics,Business Analyst - BI & Business Analytics - Paris (75) - Indeed.fr,iBanFirst,,,,,,,,,data_analyst
"Enablement Analyst, Global Analytics, Analytics","Enablement Analyst, Global Analytics, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_analyst
"Enablement Analyst, Global Analytics","Enablement Analyst, Global Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_analyst
Sales Analyst & Operations (H/F),Sales Analyst & Operations (H/F) - Paris (75) - Indeed.fr,L'AgenceRP,,,,,,,,,data_analyst
Sales Operations Analyst (H/F) - France,Sales Operations Analyst (H/F) - France - 75017 Paris 17e - Indeed.fr,Arkadin,Arkadin,32.0,"4,0","3,8","3,8","3,4","3,5","4,0",data_analyst
Data Analyst Junior,Data Analyst Junior - Paris (75) - Indeed.fr,Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_analyst
Sales Operations - Leads Analyst (Intern),Sales Operations - Leads Analyst (Intern) - Paris (75) - Indeed.fr,Ledger,,,,,,,,,data_analyst
Consultant Débutant – DATA Analyst - 2018/2019 - Paris – H/F,Consultant Débutant – DATA Analyst - 2018/2019 - Paris – H/F - Paris (75) - Indeed.fr,EY,EY,6.0,"4,0","3,5","3,6","3,8","3,7","3,9",data_analyst
Sales Ops & data analyst,Sales Ops & data analyst - Neuilly-sur-Seine (92) - Indeed.fr,FreeWheel,Freewheel,5.0,"4,2","4,0","4,3","3,8","4,3","4,3",data_analyst
Data Analyst H/F,Data Analyst H/F - Boulogne-Billancourt (92) - Indeed.fr,Solocal Group,Solocal Group,39.0,"3,4","3,5","3,7","2,6","2,8","3,1",data_analyst
Business Analyst Data (F/H) - Paris,Business Analyst Data (F/H) - Paris - La Défense (92) - Indeed.fr,AXA,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7",data_analyst
Sales Strategy Analyst,Sales Strategy Analyst - Paris (75) - Indeed.fr,Doctolib,Doctolib,4.0,"4,0","3,0","3,5","3,8","4,0","3,3",data_analyst
Consultant Data Analyst,Consultant Data Analyst - Paris (75) - Indeed.fr,soft.computing,soft.computing,8.0,"3,4","3,2","3,0","3,3","2,7","3,2",data_analyst
Business analyst,Business analyst - Paris (75) - Indeed.fr,MONETA,,,,,,,,,data_analyst
Data Ops (H/F),Data Ops (H/F) - Paris (75) - Indeed.fr,GREENFLEX,greenflex,3.0,"3,7","3,0","3,3","3,0","3,7","4,0",data_analyst
Data Analyste (IDF) H/F,Data Analyste (IDF) H/F - Courbevoie (92) - Indeed.fr,Polymont IT Services,,,,,,,,,data_analyst
CDI-Analyste data H/F,CDI-Analyste data H/F - 92130 Issy-les-Moulineaux - Indeed.fr,Groupe CANAL+,Groupe Canal +,4.0,"3,5","3,3","4,0","4,0","2,7","2,5",data_analyst
Digital & Business Data Analyst F/H,Digital & Business Data Analyst F/H - Paris 10e (75) - Indeed.fr,MY JOLIE CANDLE,,,,,,,,,data_analyst
CDI - Data Analyst Asie (H/F),CDI - Data Analyst Asie (H/F) - 92100 Boulogne-Billancourt - Indeed.fr,Groupe CANAL+,Groupe Canal +,4.0,"3,5","3,3","4,0","4,0","2,7","2,5",data_analyst
Performance analyst - CDI Paris 2ème,Performance analyst - CDI Paris 2ème - Paris (75) - Indeed.fr,BIG MAMMA,,,,,,,,,data_analyst
Data Analyst Smart Factory,Data Analyst Smart Factory - Paris (75) - Indeed.fr,WeSmart,,,,,,,,,data_analyst
Data Analyst H/F,Data Analyst H/F - Paris (75) - Indeed.fr,ING Direct,ING,1.0,"4,0","3,9","3,9","3,5","3,6","3,8",data_analyst
Data Analyst H/F,Data Analyst H/F - Paris (75) - Indeed.fr,Ogilvy,Ogilvy & Mather,546.0,"4,1","3,6","3,5","3,5","3,6","4,0",data_analyst
Business Analyst / Business Intelligence,Business Analyst / Business Intelligence - Rueil-Malmaison (92) - Indeed.fr,Fed IT,,,,,,,,,data_analyst
CDI-DATA ANALYST H/F,CDI-DATA ANALYST H/F - 92130 Issy-les-Moulineaux - Indeed.fr,Groupe CANAL+,Groupe Canal +,4.0,"3,5","3,3","4,0","4,0","2,7","2,5",data_analyst
DATA-ANALYST,DATA-ANALYST - 75008 Paris 8e - Indeed.fr,UX-Republic,,,,,,,,,data_analyst
Data Analyst (H/F) - CDI,Data Analyst (H/F) - CDI - Paris (75) - Indeed.fr,papernest,,,,,,,,,data_analyst
Data Engineer/Analyst IT (H/F),Data Engineer/Analyst IT (H/F) - 93100 Montreuil - Indeed.fr,Ubisoft,Ubisoft,190.0,"4,0","4,0","3,3","3,4","3,5","4,1",data_analyst
DATA ANALYST H/F,DATA ANALYST H/F - Paris 16e (75) - Indeed.fr,NRJ,NRJ,9.0,"3,6","3,3","2,9","3,1","3,4","3,6",data_analyst
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,CAPFI,,,,,,,,,data_analyst
Data Analyst (H/F),Data Analyst (H/F) - Paris (75) - Indeed.fr,Frichti,Frichti,16.0,"3,3","3,4","3,1","3,2","2,9","3,4",data_analyst
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Center Parcs Europe,Center Parcs,295.0,"3,5","3,4","3,2","3,1","2,9","3,3",data_analyst
Data Analyst - H/F,Data Analyst - H/F - 94200 Ivry-sur-Seine - Indeed.fr,E.Leclerc,E. LECLERC,3.0,"3,4","3,3","3,1","2,9","3,0","3,1",data_analyst
Analyste Développeur/Support Fonctionnel H/F,Analyste Développeur/Support Fonctionnel H/F - 75013 Paris 13e - Indeed.fr,LOGWARE,LOGWARE,4.0,"4,3","4,7","4,0","4,3","4,3","4,3",data_analyst
Analyste fonctionnel IT DATA/BI H/F,Analyste fonctionnel IT DATA/BI H/F - La Défense (92) - Indeed.fr,BForBank,BforBank,7.0,"3,9","3,7","3,4","3,5","3,8","3,7",data_analyst
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,PycoGroup,PycoGroup,3.0,"4,7","3,5","4,5","5,0","4,5","4,5",data_analyst
Data Analyst H/F,Data Analyst H/F - Courbevoie (92) - Indeed.fr,Total,Total,1.0,"3,9","3,7","3,6","3,4","3,5","3,6",data_analyst
Data Analyst H/F,Data Analyst H/F - Neuilly-sur-Seine (92) - Indeed.fr,JCDecaux FR,JCDecaux,222.0,"3,8","3,6","3,3","3,2","3,3","3,6",data_analyst
"Data Analyst Junior, Analytics","Data Analyst Junior, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_analyst
Data Analyst (H/F),Data Analyst (H/F) - 92130 Issy-les-Moulineaux - Indeed.fr,Sogetrel,SOGETREL,74.0,"2,6","2,7","2,3","2,3","2,1","2,3",data_analyst
Data Analyst France,Data Analyst France - Paris (75) - Indeed.fr,Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_analyst
Data Analyst (M/F),Data Analyst (M/F) - Paris (75) - Indeed.fr,Voodoo,,,,,,,,,data_analyst
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,Pumpkin,,,,,,,,,data_analyst
Graduate Program - Data Analyst en santé (F/H),Graduate Program - Data Analyst en santé (F/H) - Nanterre (92) - Indeed.fr,AXA,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7",data_analyst
Product Data Analyst,Product Data Analyst - Paris (75) - Indeed.fr,MALT,Malt,4.0,"3,8","3,8","4,0","3,5","3,0","3,5",data_analyst
Business Analyst BI/ BO / Data Viz F/H,Business Analyst BI/ BO / Data Viz F/H - Villepinte (93) - Indeed.fr,XLM SERVICES,,,,,,,,,data_analyst
Data Analyst/Engineer H/F(),Data Analyst/Engineer H/F() - Levallois-Perret (92) - Indeed.fr,Webedia,WEBEDIA,26.0,"3,8","3,7","3,4","2,9","3,1","3,9",data_analyst
Business Analyst,Business Analyst - Paris (75) - Indeed.fr,SITA,SITA,303.0,"3,7","3,6","3,5","3,1","3,2","3,4",data_analyst
"Data Analyst, Global Supply","Data Analyst, Global Supply - Paris (75) - Indeed.fr",Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_analyst
Junior Data Analyst,Junior Data Analyst - Paris (75) - Indeed.fr,Artefact,Artefact,3.0,"5,0","5,0","4,7","4,7","5,0","4,7",data_analyst
"Identity Data Analyst Internship, Analytics","Identity Data Analyst Internship, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_analyst
"Data Analyst France, Analytics","Data Analyst France, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_analyst
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,STUDAPART,,,,,,,,,data_analyst
Business Analyst - Analyste fonctionnel Notional Pooling F/H,Business Analyst - Analyste fonctionnel Notional Pooling F/H - 75003 Paris 3e - Indeed.fr,Hesperie Conseil,,,,,,,,,data_analyst
Data Scientist H/F,Data Scientist H/F - Paris (75) - Indeed.fr,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5",data_analyst
Data Analyst BO/Qlick Sense (h/f),Data Analyst BO/Qlick Sense (h/f) - Maisons-Alfort (94) - Indeed.fr,Fed IT,,,,,,,,,data_analyst
Data analyst - H/F,Data analyst - H/F - La Défense (92) - Indeed.fr,Dalkia,Dalkia,417.0,"3,9","3,7","3,6","3,3","3,3","3,6",data_analyst
Data Analyst H/F,Data Analyst H/F - Colombes (92) - Indeed.fr,Stelliant,,,,,,,,,data_analyst
Master Data & Princing Analyst,Master Data & Princing Analyst - Paris (75) - Indeed.fr,Rimowa France,,,,,,,,,data_analyst
DATA ANALYST H/F,DATA ANALYST H/F - Montreuil (93) - Indeed.fr,BNP Paribas,BNP Paribas,2.0,"3,9","3,9","3,7","3,6","3,5","3,8",data_analyst
BUSINESS ANALYST - F/H,BUSINESS ANALYST - F/H - 92100 Boulogne-Billancourt - Indeed.fr,Ingeniance,INGENIANCE,18.0,"3,7","3,9","3,8","3,7","3,4","4,0",data_analyst
Business Analyst (h/f) - Paris,Business Analyst (h/f) - Paris - Paris (75) - Indeed.fr,Maisons du Monde,Maisons du Monde,330.0,"3,5","3,3","3,1","2,8","3,0","3,3",data_analyst
Data Analyst (H/F),Data Analyst (H/F) - Rungis (94) - Indeed.fr,Thales,Thales,1.0,"4,0","4,0","4,0","3,5","3,5","3,8",data_analyst
BUSINESS INTELLIGENCE ANALYST (H/F),BUSINESS INTELLIGENCE ANALYST (H/F) - 92130 Issy-les-Moulineaux - Indeed.fr,AUTO1 France,,,,,,,,,data_analyst
Un(e) Data analyst junior en statistiques prédictives et connaissance client,Un(e) Data analyst junior en statistiques prédictives et connaissance client - Saint-Ouen (93) - Indeed.fr,ENGIE-Entreprises & Collectivités,,,,,,,,,data_analyst
"Internship Data Analyst - Product Analytics & Data Science, Analytics","Internship Data Analyst - Product Analytics & Data Science, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0",data_analyst
Stagiaire Data Analyste H/F,Stagiaire Data Analyste H/F - 75009 Paris 9e - Indeed.fr,JobTeaser,,,,,,,,,data_analyst
CDI - Ingénieur Analyste de Données et Produits Base Installée H/F,CDI - Ingénieur Analyste de Données et Produits Base Installée H/F - Paris - Indeed.fr,General Electric,GE Corporate,6.0,"4,1","3,9","3,9","3,5","3,6","3,9",data_analyst
Data Analyst BDD,Data Analyst BDD - Paris (75) - Indeed.fr,Les Echos Management,,,,,,,,,data_analyst
Business Analyst BI/ Big Data H/F,Business Analyst BI/ Big Data H/F - 95700 Roissy-en-France - Indeed.fr,Alithya,ALITHYA,12.0,"4,2","4,2","4,1","3,8","4,1","4,2",data_analyst
Data Analyst Qlikview/Qliksense F/H,Data Analyst Qlikview/Qliksense F/H - Paris 8e (75) - Indeed.fr,MEILLEURTAUX,MEILLEURTAUX,4.0,"3,5","2,5","2,5","2,3","2,5","2,3",data_analyst
DATA ANALYST / CHARGE D'ETUDES H/F,DATA ANALYST / CHARGE D'ETUDES H/F - Paris (75) - Indeed.fr,AG2R La Mondiale,Ag2r La Mondiale,140.0,"4,0","4,1","3,8","3,1","3,5","3,7",data_analyst
data analyst/ data officer F/H,data analyst/ data officer F/H - Paris 13e (75) - Indeed.fr,iletan,,,,,,,,,data_analyst
DATA ANALYST H/F,DATA ANALYST H/F - 92100 Boulogne-Billancourt - Indeed.fr,BVA Group,BVA Group,18.0,"3,8","3,7","3,7","3,2","3,9","3,8",data_analyst
Data Analytics,Data Analytics - 92200 Neuilly-sur-Seine - Indeed.fr,Brains,,,,,,,,,data_analyst
Data Analyst H/F-(H/F),Data Analyst H/F-(H/F) - Rueil-Malmaison (92) - Indeed.fr,Franfinance,Société Générale,2.0,"3,9","3,8","3,6","3,6","3,5","3,7",data_analyst
Data Science Internship,Data Science Internship - Paris (75) - Indeed.fr,TINYCLUES,,,,,,,,,data_analyst
Commercial Controller and B.I. Analyst H/F,Commercial Controller and B.I. Analyst H/F - Levallois-Perret (92) - Indeed.fr,GEODIS,GEODIS,2.0,"3,5","3,3","3,3","3,1","3,1","3,3",data_analyst
Data Analyst / Chef de Projet BI (h/f),Data Analyst / Chef de Projet BI (h/f) - Paris (75) - Indeed.fr,Fed IT,,,,,,,,,data_analyst
BIG DATA – Data Analyst (H/F),BIG DATA – Data Analyst (H/F) - 94220 Charenton-le-Pont - Indeed.fr,Groupe HN,GROUPE HN,3.0,"4,3","3,7","3,0","3,3","2,0","3,3",data_analyst
Analyste qualité des données H/F (CDI),Analyste qualité des données H/F (CDI) - Hauts-de-Seine - Indeed.fr,Coface,Coface,35.0,"3,8","4,0","3,5","3,4","3,3","3,4",data_analyst
Ingénieur Analyste de Données et Produits Base Installée H/F,Ingénieur Analyste de Données et Produits Base Installée H/F - Buc (78) - Indeed.fr,General Electric,GE Corporate,6.0,"4,1","3,9","3,9","3,5","3,6","3,9",data_analyst
HR DATA ANALYST,HR DATA ANALYST - Arcueil (94) - Indeed.fr,EMO Consulting,,,,,,,,,data_analyst
Analyste Qualité des données DataLake,Analyste Qualité des données DataLake - 92360 Meudon - Indeed.fr,Bouygues Telecom,Bouygues Telecom,524.0,"3,8","3,6","3,6","3,2","3,4","3,8",data_analyst
Data Analyst F/H,Data Analyst F/H - Garches (92) - Indeed.fr,TAKOMA,TAKOMA,7.0,"3,6","3,7","2,9","3,0","3,1","2,7",data_analyst
Consulting – Data Analyst débutant CDI – Sept 2018 H/F,Consulting – Data Analyst débutant CDI – Sept 2018 H/F - Paris (75) - Indeed.fr,Mazars,Mazars,286.0,"3,8","3,4","3,4","3,5","3,3","3,6",data_analyst
Product & Data Analyst,Product & Data Analyst - Paris (75) - Indeed.fr,Payments & Cards Network,,,,,,,,,data_analyst
Assistant / Assistante RH et Reporting - Gestion des Talents (H/F),Assistant / Assistante RH et Reporting - Gestion des Talents (H/F) - Boulogne-Billancourt (92) - Indeed.fr,Renault,Renault,3.0,"4,0","3,9","3,7","3,5","3,6","3,8",data_analyst
Analyste qualité des données (H/F),Analyste qualité des données (H/F) - Paris (75) - Indeed.fr,NATIXIS,Groupe Bpce,43.0,"3,7","3,8","3,5","3,3","3,1","3,3",data_analyst
